Repo name,Commit sha,File path,Added lines,Deleted lines,Commit message,Initial code for what and how,Labels for what and how,Initial code for why,Labels for why,If independent
mulesoft_mule,9e28a0a80f94472f6ed15451cfb41ccbd4cf8472,/core/src/test/java/org/mule/processor/IdempotentRedeliveryPolicyTestCase.java,"                // ignore exception
",,"\rewrite the mock so that it compiles with Eclipse, too
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
aosp-mirror_platform_packages_apps_settings,53083ab2bbcadf7f1bcbefbaa2e4ee5c85349d84,/src/com/android/settings/Settings.java,"    public static class TrustedCredentialsSettingsActivity extends Settings { /* empty */ }
",,"\Instantiate correct classes for tap&say settings.
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
SlimRoms_packages_apps_Settings,74648ac808b6a625f6c91035a263822b3765215d,/src/com/android/settings/Settings.java,"    public static class PrintSettingsActivity extends Settings { /* empty */ }
",,"\Print settings polish
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
yegor256_rultor,3092688c57103862b8d247fb43146e004eb92aac,/rultor-base/src/test/java/com/rultor/board/SESTest.java,"                                // @checkstyle MultipleStringLiterals (1 line)
",,"\#127 polished
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
seleniumQuery_seleniumQuery,a153eba0590fb27b65f925b3327f53fb3974d3c4,/src/main/java/io/github/seleniumquery/browser/driver/builders/ChromeDriverBuilder.java,"            //noinspection deprecation
",,"\feat(browserbuilder): remove all headless chrome aliases
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
JetBrains_android,77b0d952697f470c00676d7f07172485aa793ba7,/android/testSrc/com/android/tools/idea/gradle/customizer/android/ContentRootModuleCustomizerTest.java,"      //noinspection ThrowFromFinallyBlock
",,"\Fixed broken tests, after updating to IDEA 2016.1.
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
deegree_deegree3,c5426e218ac3f2f30d0775667e921afb8d514c04,/deegree-core/deegree-core-coverage/src/main/java/org/deegree/coverage/raster/MultiResolutionRaster.java,"        // nothing to do
",,"\added better exception management
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
eclipse_eclipse.pde.ui,bd7981a01fa416f512c84d354de37353892f892b,/ui/org.eclipse.pde.runtime/src/org/eclipse/pde/internal/runtime/spy/SpyIDEUtil.java,"				// ignore
",,"\Bug 474598 - Minor cleanup work in PDE
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
eclipse_birt,9e60459423123c119635580a014b75339cd58767,/viewer/org.eclipse.birt.report.viewer/src/org/eclipse/birt/report/viewer/browsers/custom/CustomBrowserAdapter.java,"		// Do nothing
",,"\Update source code format.
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
kaaproject_kaa,607e2a544c83c8dc8566d4eb51e89fd3698ee7b1,/server/appenders/flume-appender/src/main/java/org/kaaproject/kaa/server/appenders/flume/appender/client/async/AvroAsyncRpcClient.java,"        // Do nothing
",,"\KAA-807: Changed sonar exclusions. Fixed major project issues.
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
LineageOS_android_packages_apps_Settings,01b2a635e99b3793b8ae71b72ccc4755bd508490,/src/com/android/settings/Settings.java,"    public static class NotificationAssistantSettingsActivity extends SettingsActivity{ /* empty */ }
",,"\Create settings screen for Notification Assistant
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
aosp-mirror_platform_packages_apps_settings,81bef1d74568d623b9db3c5409740dc21c0bbc08,/src/com/android/settings/Settings.java,"    public static class NotificationDisplaySettingsActivity extends SettingsActivity { /* empty */ }
    public static class AppNotificationSettingsActivity extends SettingsActivity { /* empty */ }
    public static class TouchSoundSettingsActivity extends SettingsActivity { /* empty */ }
",,"\VolumeZen: Sound & Notifications settings.
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
halestudio_hale,0d385413344df33401cc1ad7f58a8e2b49e6e264,/hale/eu.esdihumboldt.hale/src/eu/esdihumboldt/hale/rcp/wizards/io/InstanceDataImportWizard.java,"	 * @see IWorkbenchWizard#init(IWorkbench, org.eclipse.jface.viewers.IStructuredSelection)
		// do nothing
	 * @see IWizard#addPages()
",,"\improved error handling when loading instance data
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
Unidata_thredds,02156d66c06252b7370b9ecc87ce9dd92a43d71a,/ui/src/main/java/ucar/nc2/thredds/server/TestMotherlodeModels.java,"    // TestMotherlodeModels all_models = new TestMotherlodeModels(""models"", server+catalog, CatalogCrawler.USE_ALL_DIRECT, false);
",,"\2.2.20 release
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
nuxeo_nuxeo,f5194e53677771280803f97b1df19dd5496d74cd,/nuxeo-runtime/nuxeo-stream/src/main/java/org/nuxeo/lib/stream/computation/ComputationPolicyBuilder.java,"        // Empty constructor
",,"\NXP-25600: Code clean
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
openmicroscopy_bioformats,0d8440bd22c5ac6f1f998bd7151edc154605a13c,/components/scifio/src/loci/formats/ome/OMEXMLMetadataImpl.java,"	// Ignoring Instrument_BackReference back reference
",,"\Update OME-XML model classes
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
CyanogenMod_android_packages_apps_Settings,d8b36835707edbeeb9c9fbc30eba855a0b6231c6,/src/com/android/settings/Settings.java,"    public static class ZenModeAutomationSettingsActivity extends SettingsActivity { /* empty */ }
",,"\Settings: Move downtime to new automation sub-settings page.
",adding comments for tool,Adding entirely new comment & tool related: directive,\,,
AOKP_frameworks_base,a54956a0bc611b1e9b3914edc7a604b59688f6b7,/core/java/android/widget/GridLayout.java,"+    /** @hide */
",,"\Fix accessibility delegation
",adding directive,Adding entirely new comment & tool related: directive,\,,
aosp-mirror_platform_frameworks_base,bac6d61ab6d9ea16c305419dfe03e19cc5af9fd9,/telephony/java/android/telephony/TelephonyManager.java,"+     * @hide
",,"\Hide CarrierPrivilege APIs in TelMgr.
",adding directive,Adding entirely new comment & tool related: directive,\,,
AndroidHardeningArchive_platform_frameworks_base,52036b19a5f82bc4d75cfcbff99c65df8d25a99b,/core/java/android/view/HardwareCanvas.java,"+     *
+     * @hide
",,"\Expose display list APIs
",adding directive,Adding entirely new comment & tool related: directive,\,,
TeamExodus_frameworks_base,45e2704ff512d41e22af2801d76e96955469ce8d,/core/java/android/bluetooth/BluetoothAdapter.java,"+    /** @hide */
",,"\API CHANGE
",adding directive,Adding entirely new comment & tool related: directive,\,,
AOSPA_android_frameworks_base,8d7b060b40fc2bebab819cfc67f84ffb13f05c57,/telephony/java/android/telephony/ims/internal/SmsImplBase.java,"+  /** @hide */
",,"\Move Sms API to proper MMTelFeature class
",adding directive,Adding entirely new comment & tool related: directive,\,,
TeamExodus_frameworks_base,42d6c9e1e794713022d1370ba844ce05c7b2793f,/graphics/java/android/renderscript/FieldPacker.java,"+/**
+ * @hide
+ *
+ **/
",,"\Hide field packer.
",adding directive,Adding entirely new comment & tool related: directive,\,,
gp-b2g_frameworks_base,df9799f0fc3ef04d9b004ebbda44883f85321b24,/core/java/android/app/ActivityManager.java,"+    /** @hide */
",,"\Fix build.
",adding directive,Adding entirely new comment & tool related: directive,\,,
VanirAOSP_frameworks_base,4457e85a7090ad51726d50a4daf981d917cceedd,/core/java/android/widget/TextView.java,"+    /**
+     * @hide
+     */
",,"\Fix bug #6427629 Clean up layout direction APIs
",adding directive,Adding entirely new comment & tool related: directive,\,,
SimpleAOSP-Lollipop_platform_frameworks_base,cc91c7b804a079f7b20404827277c61dd403805f,/core/java/android/net/RouteInfo.java,"+    /**
+     * @hide
",,"\Add a new IpPrefix class and use it in RouteInfo.
",adding directive,Adding entirely new comment & tool related: directive,\,,
cuba-platform_cuba,59fea2f3722cfd93c04863988f27d6df70f83c56,/modules/core/src/com/haulmont/cuba/core/sys/QueryImpl.java,"        //noinspection unchecked
",,"\Complete TypedQuery interface. #PL-4521
",adding directive,Adding entirely new comment & tool related: directive,\,,
ow2-proactive_scheduling,a38fd16cbd6fe0ed0d6cf25feaa15813dedc9553,/src/Examples/org/objectweb/proactive/examples/userguide/initao/InitializedHelloWorld.java,"//@snippet-end initialized_hello
",,"\added snippet tags
",adding directive,Adding entirely new comment & tool related: directive,\,,
google_guice,4f6274aa4a306efa727f9b37ad16ea3d331d22f0,/src/com/google/inject/internal/BytecodeGen.java,"  /*end[AOP]*/
",,"\Removing all ASM and cglib dependencies from the no_aop build of Guice.
",adding directive,Adding entirely new comment & tool related: directive,\,,
apache_polygene-java,f5a884e7e5bcb277f923b1a6c381e96349ae5d65,/libraries/scheduler/src/main/java/org/qi4j/library/scheduler/Task.java,"// START SNIPPET: task
",,"\userguide/libraries: added scheduler and servlet
",adding directive,Adding entirely new comment & tool related: directive,\,,
groovy_groovy-eclipse,b1aba66100b214571b03d9c4d09b492225370695,/base/org.codehaus.groovy23/src/org/codehaus/groovy/antlr/AntlrParserPlugin.java,"            // GRECLIPSE: start
            // GRECLIPSE-1682 Treat slashy strings as string literal
            // end
",,"\GRECLIPSE-1682 A few comments were added
",adding directive,Adding entirely new comment & tool related: directive,\,,
DenizenScript_Denizen-For-Bukkit,14a79a96fd292655f484aab150dc4eb93bea43f9,/src/main/java/net/aufdemrand/denizen/scripts/commands/CommandRegistry.java,"        // @Video /denizen/vids/Loops
",,"\Add new Video meta tag
",adding directive,Adding entirely new comment & tool related: directive,\,,
overturetool_overture,fb390f7404956b6125da17f8129f6510bb7d7722,/core/codegen/vdm2jml/src/test/resources/dynamic_analysis/complexstatedes/RecInRecInvViolation/Entry.java,"        //@ assert stateDes_3 != null;
",,"\Update result files with checking of optional types
",adding directive,Adding entirely new comment & tool related: directive,\,,
